,random_forest,engle_granger,ann,return_sp_500
2001-02-28,,0.4154244065973021,0.7340208048606092,-2.262550231574334
2001-03-31,,0.4160668902702685,0.733821210883074,-9.631777130550478
2001-04-30,,,0.9903662450753978,0.33590272734391746
2001-05-31,,,0.9893748095254808,6.54893523201272
2001-06-30,,0.41518400545204953,0.7260469501753118,-2.5237681097165066
2001-07-31,,,0.9798505992620931,-2.8047484314399185
2001-08-31,,,0.982110321134076,-2.1780587816719432
2001-09-30,,0.42493758425197936,0.7280805254001939,-12.057011493786263
2001-10-31,,0.4428024170081142,0.7175849827812989,3.012631014455902
2001-11-30,,0.4235840916317612,0.7617234800122722,4.813576817811427
2001-12-31,,0.4202185822712393,0.7630325049605724,1.340909298732118
2002-01-31,,0.42037911404653094,0.7627860554307488,-0.413104379813678
2002-02-28,,0.4194037492107425,0.7632471285474186,-3.5293370675208102
2002-03-31,,0.4232746499422363,0.7637948766695484,4.713309049691006
2002-04-30,,0.4163886610651759,0.7660230462338306,-3.695493158305485
2002-05-31,,0.4240322875246473,0.7713770601909723,-2.9830888753241247
2002-06-30,,0.4273848598205988,0.7709214202999292,-6.234372661309351
2002-07-31,,0.4335435482015007,0.7715979461533932,-11.530219013361975
2002-08-31,,0.44753178319204207,0.7685354085112067,0.9867160787155882
2002-09-30,,0.4490299773524632,0.7749312991506422,-5.027008178568604
2002-10-31,,0.44092902625144614,0.7689956972905578,-1.53041699542662
2002-11-30,,0.44028333378324325,0.77074696672692,6.269904673916393
2002-12-31,,0.436887796351896,0.7640256690261682,-1.1884436576053758
2003-01-31,,0.43883801735132366,0.7661083734492163,-0.37214112986045933
2003-02-28,,0.4385844857992768,0.7678100316264015,-6.790191345952046
2003-03-31,,0.44319123581752917,0.7665230499046252,1.1403851179016655
2003-04-30,,0.44222001041775566,0.7653125544951439,4.9991406703177255
2003-05-31,,0.4446121145364254,0.7649393340337266,5.031757049843311
2003-06-30,,0.44439858988485165,0.7596366273961367,5.410995722617873
2003-07-31,,0.45174864730301617,0.7599693685278158,0.45846162683655933
2003-08-31,,0.4497989187458587,0.7606348163332355,-0.3037231090607939
2003-09-30,,0.44629317486724596,0.7639998688125461,2.977865297839788
2003-10-31,,0.17449481596745137,0.8454806361962519,1.8745356169324268
2003-11-30,,0.1754140116159024,0.8445852056631834,1.0696108447547203
2003-12-31,,0.17675332457110976,0.8436794194913357,2.8858536676307445
2004-01-31,,0.17782497965138733,0.8445381832983182,4.689178004819983
2004-02-29,,0.17986421928890414,0.8444859189662295,0.9526057589642534
2004-03-31,,0.1790531632227077,0.8442285853781442,-1.709533813402242
2004-04-30,,0.1785443264653603,0.8440182009085498,0.8310714370073136
2004-05-31,,0.17872914935630965,0.8444552495853848,-2.7352407740604434
2004-06-30,,0.1803772786197639,0.844576227824539,2.682286825106228
2004-07-31,,0.17524149977544504,0.8457157819119802,-2.4042862566822976
2004-08-31,,0.17509713441947714,0.845458785512803,-1.5409524018366483
2004-09-30,,0.17505354804641093,0.8449147630109497,2.603246797633041
2004-10-31,,0.1760476580243921,0.846056477874554,-0.040270799293207205
2004-11-30,,0.17567260004232005,0.8463207700952668,4.5262849255496285
2004-12-31,,0.17604750944573336,0.8464152257240837,2.556565141095568
2005-01-31,,0.17606320830445593,0.8468687648168217,-1.4954366275299336
2005-02-28,,0.17635027121981373,0.847631995308379,1.5304535527348229
2005-03-31,,0.17664204784401807,0.846854049061087,-0.3950676042554946
2005-04-30,,0.17642025725662738,0.8468086543789436,-2.58308029739851
2005-05-31,,0.17706058900438187,0.8479329925624953,1.1824051087475418
2005-06-30,,0.1769716396989338,0.8488853720838959,2.013905318857301
2005-07-31,,0.1779829758510827,0.8495117116868166,1.6490439635277632
2005-08-31,,0.17816932546171996,0.8489766552803493,0.16595071885090462
2005-09-30,,0.1789896113062949,0.8492264164957113,0.13468345307261487
2005-10-31,,0.17842633699873148,0.8496991175541797,-2.809257149701949
2005-11-30,,0.1775812730799634,0.8487317269681675,3.7389148404338712
2005-12-31,,0.17527334893251878,0.8468130674624851,1.9765070655174632
2006-01-31,,0.17616438258062983,0.8466077422684417,1.3114167795042597
2006-02-28,,0.17613079067418433,0.8472813600928154,-0.16279382787409702
2006-03-31,,0.17581496888764495,0.8471941480298963,1.3297788924127474
2006-04-30,,0.17603443755099,0.8475746597773902,0.6494855086375928
2006-05-31,,0.17611963766151367,0.8474250652545565,-0.9382133337926923
2006-06-30,,0.17604790482118932,0.8477276734449442,-2.8973629189040118
2006-07-31,,0.1775077774143611,0.8465631785790728,0.5625837923097343
2006-08-31,,0.17731107411193642,0.8464523455552865,2.112829292352636
2006-09-30,,0.1781194114850228,0.8472827302818348,2.348767609243385
2006-10-31,,0.17894170246186766,0.8477698806264689,3.40487625980872
2006-11-30,0.6523031810355928,,0.3476968189644072,1.8357940284173146
2006-12-31,0.6530017229285566,,0.3469982770714433,1.9807710547122603
2007-01-31,0.6516554467760393,,0.3483445532239608,0.5449604767564509
2007-02-28,0.6528448652814429,,0.3471551347185571,1.4388737452099676
2007-03-31,0.6516553765451175,,0.3483446234548825,-2.6546662782473085
2007-04-30,0.6528931528393778,,0.3471068471606222,3.9502242762899265
2007-05-31,0.6552873527434182,,0.3447126472565818,3.1937849209096036
2007-06-30,0.6552988022574884,,0.34470119774251173,0.20163096477512354
2007-07-31,0.6538895958748036,,0.3461104041251964,0.4296688543782068
2007-08-31,0.6549496868280402,,0.3450503131719598,-4.443263293346522
2007-09-30,0.6544095138503226,,0.34559048614967747,2.879856441729167
2007-10-31,0.656374736316755,,0.34362526368324486,2.8018350283972815
2007-11-30,0.6527061909481472,,0.34729380905185286,-5.080595078666139
2007-12-31,0.6544057449813768,,0.3455942550186231,1.075925977866099
2008-01-31,0.6518759221251597,,0.3481240778748404,-7.033037731565628
2008-02-29,0.6666208962702835,,0.3333791037297164,-1.7479035736156057
2008-03-31,0.667267675444861,,0.332732324555139,-2.839464513284362
2008-04-30,0.6931709683119176,,0.30682903168808234,3.984288306310191
2008-05-31,,0.44419178470677406,0.776683932579592,2.361584897001201
2008-06-30,,0.44519636330794604,0.7748760265590373,-4.516758070712523
2008-07-31,,0.44794506125748984,0.781536157735863,-6.461158997665173
2008-08-31,0.6825386918783894,,0.31746130812161055,1.9017431495520931
2008-09-30,,0.45330719935166,0.7828990381811175,-5.166012795459363
2008-10-31,,0.4566392718076572,0.7812560552050692,-22.804481527030163
2008-11-30,0.7035554001743753,,0.29644459982562466,-9.268769254769094
2008-12-31,0.6597083221140297,,0.3402916778859702,-0.62251706203309
2009-01-31,0.8346646408523734,,0.1653353591476267,-1.3745526606019354
2009-02-28,0.83759723774871,,0.16240276225129005,-7.22718515691172
2009-03-31,0.8374917323302405,,0.16250826766975943,-6.159298168708016
2009-04-30,0.6588629245795852,,0.3411370754204148,11.352253773308796
2009-05-31,0.8267896325571736,,0.17321036744282625,6.201145530094632
2009-06-30,0.8245641554744442,,0.17543584452555583,2.5934853640319666
2009-07-31,0.8897429113754601,,0.11025708862453991,1.0419334408791947
2009-08-31,0.8894704928260654,,0.11052950717393457,7.601509707268228
2009-09-30,0.8287390262917309,,0.1712609737082692,3.390320228058652
2009-10-31,0.8284254144843726,,0.17157458551562743,2.1883167130382297
2009-11-30,0.8282458054169991,,0.1717541945830009,1.8936146806125542
2009-12-31,0.8324886860689426,,0.16751131393105737,2.0296814481387315
2010-01-31,0.8354776838443744,,0.16452231615562574,1.1817717079914303
2010-02-28,0.6647240189397735,,0.33527598106022655,-3.1113259218861877
2010-03-31,0.6672248709008334,,0.3327751290991666,5.613620716773493
2010-04-30,0.6680836183284935,,0.3319163816715065,3.8542761742774267
2010-05-31,0.6674993541242544,,0.3325006458757455,-6.224935828483336
2010-06-30,0.6677364822347425,,0.3322635177652575,-3.7769044812346664
2010-07-31,0.6678157639642495,,0.3321842360357505,-0.32914839531485995
2010-08-31,0.6677797037142404,,0.3322202962857595,0.6903325862904985
2010-09-30,0.6682946206356424,,0.33170537936435773,3.15049411415087
2010-10-31,0.6653705043793585,,0.33462949562064137,4.316915934668852
2010-11-30,0.6654131485600572,,0.33458685143994277,2.3042863564302074
2010-12-31,0.6657041193593075,,0.3342958806406925,3.4948361274036444
2011-01-31,0.667578549386894,,0.3324214506131061,3.256037094561748
2011-02-28,0.6698391964079425,,0.3301608035920575,2.9575000749873404
2011-03-31,0.6696565824118882,,0.33034341758811175,-1.266770189404376
2011-04-30,0.6686845263377618,,0.3313154736622383,2.0501476777409877
2011-05-31,0.66724036825541,,0.33275963174459,0.5093987388108623
2011-06-30,0.6672395783787851,,0.33276042162121483,-3.886839050217805
2011-07-31,0.6676589451962074,,0.33234105480379267,2.9016611928066816
2011-08-31,0.6700683127599756,,0.32993168724002453,-11.15515016339188
2011-09-30,0.6746539250879978,,0.3253460749120023,-0.9689842219560596
2011-10-31,0.6746847054706445,,0.3253152945293555,2.8005694066489895
2011-11-30,0.6737097025576069,,0.3262902974423932,1.577916073816077
2011-12-31,0.6721982711242782,,0.3278017288757218,1.368586473400768
2012-01-31,0.6720028147707965,,0.32799718522920357,4.502509774708674
2012-02-29,0.6730465116543937,,0.3269534883456063,3.913701917921397
2012-03-31,0.6713653192177531,,0.32863468078224684,2.680949702767599
2012-04-30,0.6719535962641823,,0.3280464037358177,-0.20247370616681692
2012-05-31,0.6711087678772268,,0.3288912321227731,-3.3115171647048136
2012-06-30,0.6711936995581119,,0.3288063004418881,-1.3352295190864893
2012-07-31,0.6729382219110956,,0.3270617780889043,2.705829083283806
2012-08-31,0.6719551977806116,,0.32804480221938837,3.16105690057924
2012-09-30,0.669214716662003,,0.330785283337997,2.8081806770415163
2012-10-31,0.67157584270688,,0.3284241572931201,-0.3887220121582935
2012-11-30,0.6710130133133045,,0.3289869866866955,-3.0584978522644413
2012-12-31,0.6725829714900137,,0.32741702850998633,1.9725149615092086
2013-01-31,0.672402391135542,,0.327597608864458,4.004407282603495
2013-02-28,0.6720225803728961,,0.3279774196271039,2.1325961667452376
2013-03-31,0.6720656449402063,,0.3279343550597936,2.5151988284480176
2013-04-30,0.6721269959511189,,0.3278730040488811,1.2731108385052536
2013-05-31,0.6720628446771747,,0.32793715532282536,4.30772962342667
2013-06-30,0.670414962199659,,0.3295850378003411,-1.2932074499374835
2013-07-31,0.6694781865321514,,0.3305218134678486,3.036629311931449
2013-08-31,0.6757816517478514,,0.32421834825214857,0.08446224710434436
2013-09-30,0.6774223948555886,,0.32257760514441125,1.0175051893412501
2013-10-31,0.6765258160647093,,0.3234741839352907,1.9289163448207525
2013-11-30,0.6758246321453557,,0.3241753678546443,3.625842084207509
2013-12-31,0.6760603046087784,,0.3239396953912217,1.3499419774476884
2014-01-31,0.6763787166505576,,0.32362128334944246,0.8032791241486592
2014-02-28,0.6762416314042287,,0.3237583685957713,-0.2923560910733869
2014-03-31,0.6755681872382986,,0.3244318127617014,2.5258368891180716
2014-04-30,0.6757123379688017,,0.32428766203119824,0.039701914261058846
2014-05-31,0.6751476654760514,,0.3248523345239486,1.3590937029833938
2014-06-30,0.674218873862554,,0.3257811261374461,2.988082173855222
2014-07-31,0.6745361791420057,,0.3254638208579944,1.326995971007694
2014-08-31,0.6737983438766649,,0.32620165612333507,-0.5881129025229193
2014-09-30,0.6745668981620316,,0.3254331018379684,1.603165751778679
2014-10-31,0.6740203263129401,,0.32597967368706,-2.8476672964441896
2014-11-30,0.6739246093747233,,0.3260753906252767,5.390773291510076
2014-12-31,0.6745248755884312,,0.3254751244115688,0.4733055258622443
2015-01-31,0.6733980407874584,,0.3266019592125417,-1.2781714508435016
2015-02-28,0.6753738200208251,,0.32462617997917487,2.6286187871833455
2015-03-31,0.6746915607322025,,0.32530843926779757,-0.10619410491541359
2015-04-30,0.6735815819477865,,0.32641841805221355,0.7123639356141354
2015-05-31,0.674986745568659,,0.32501325443134105,0.8120230984057564
2015-06-30,0.6734467985023539,,0.32655320149764616,-0.6007764025358853
2015-07-31,0.6709473604505188,,0.32905263954948105,-0.2456224422098252
2015-08-31,0.6715977703359814,,0.32840222966401855,-2.6256887566729503
2015-09-30,0.6743153617237192,,0.3256846382762809,-4.792749118473871
2015-10-31,0.6748652810489404,,0.3251347189510597,4.051727984533038
2015-11-30,0.6782143962820945,,0.3217856037179055,2.719005722423784
2015-12-31,0.6777542910935656,,0.32224570890643445,-1.283786707892709
2016-01-31,0.6786725300920449,,0.3213274699079552,-6.823230573956618
2016-02-29,0.6798093552133329,,0.32019064478666714,-0.741825312324984
2016-03-31,0.6794399580538496,,0.3205600419461504,5.9884892021990765
2016-04-30,0.6775791282927148,,0.3224208717072851,2.6158968489260026
2016-05-31,0.676203988569621,,0.3237960114303789,-0.48248260142687016
2016-06-30,0.6764659073164024,,0.3235340926835977,0.8839804613195668
2016-07-31,0.6749208234175361,,0.32507917658246377,3.071974391774024
2016-08-31,0.673848737520004,,0.3261512624799961,1.0208776463207947
2016-09-30,0.6747614603503241,,0.325238539649676,-0.6126654781706264
2016-10-31,0.6763667756057398,,0.3236332243942602,-0.6822155828836607
2016-11-30,0.6783722433302141,,0.32162775666978594,1.0199693347098027
2016-12-31,0.6779772373428634,,0.32202276265713664,3.7015573142006986
2017-01-31,0.6778791658429981,,0.3221208341570018,1.260148261642513
2017-02-28,0.6782332428477483,,0.32176675715225167,2.3796841957566706
2017-03-31,0.676258988926996,,0.3237410110730041,1.571764179071522
2017-04-30,0.6766010681985618,,0.3233989318014382,-0.31780786059760757
2017-05-31,0.6763855965085821,,0.32361440349141796,1.5160154565969641
2017-06-30,0.6761582865762725,,0.3238417134237275,1.6002528120612425
2017-07-31,0.675879674080242,,0.32412032591975803,0.8228209161258881
2017-08-31,0.675194659761193,,0.324805340238807,0.08634875656676755
2017-09-30,0.6756055119712937,,0.32439448802870624,1.479903995825893
2017-10-31,0.6757199217458976,,0.3242800782541024,2.5412073530402424
2017-11-30,0.6756807840719956,,0.3243192159280043,1.4216031327456413
2017-12-31,0.6756499502640038,,0.3243500497359962,2.690564452555222
2018-01-31,0.6753858232649754,,0.3246141767350245,4.6013536513940245
2018-02-28,0.6734468268605656,,0.3265531731394344,-3.0808848404093148
2018-03-31,0.6742037642384909,,0.3257962357615092,-0.08838872380376728
2018-04-30,0.6750663906462495,,0.3249336093537506,-1.8348659050624327
2018-05-31,0.6755537027014155,,0.32444629729858454,1.7874958664656049
2018-06-30,0.6770594915398189,,0.32294050846018113,1.9378007455770785
2018-07-31,0.676331416727359,,0.3236685832726409,1.416392489912166
2018-08-31,0.6752219279699002,,0.32477807203009984,2.27136914158228
2018-09-30,0.6742515173977683,,0.32574848260223166,1.5168748229911877
2018-10-31,0.6744171253669636,,0.3255828746330363,-4.081481435188028
2018-11-30,0.675249251447779,,0.324750748552221,-2.2594354509174686
2018-12-31,0.6724728442064881,,0.32752715579351194,-5.8960017652593955
2019-01-31,0.6714028898001058,,0.3285971101998941,1.5491062866141547
2019-02-28,0.6730198455761128,,0.3269801544238872,5.501690361573264
2019-03-31,0.6702446194382763,,0.32975538056172365,1.7673211862536675
2019-04-30,0.6701816721275978,,0.32981832787240223,3.4980387588162465
2019-05-31,0.6699183849105271,,0.3300816150894729,-1.7049962300823118
2019-06-30,0.6698228798225151,,0.33017712017748496,1.2345062157089082
2019-07-31,0.6704350605165486,,0.32956493948345134,3.600067037231547
2019-08-31,0.6668266874845504,,0.3331733125154495,-3.346832556465529
2019-09-30,0.6798028280860204,,0.3201971719139797,2.879886012614641
2019-10-31,0.6810287305406134,,0.31897126945938664,-0.15020550369344576
2019-11-30,0.681981820974633,,0.31801817902536694,4.183848424805081
2019-12-31,0.680416210356174,,0.31958378964382594,2.2875553635225643
2020-01-31,0.6809259766987066,,0.3190740233012935,3.143685112731198
2020-02-29,0.6778353896640706,,0.32216461033592925,-0.027111412046210148
2020-03-31,0.6810882494504598,,0.3189117505495403,-21.156175740037053
2020-04-30,0.7064091353839531,,0.2935908646160468,4.048359842847216
2020-05-31,0.6929988859884917,,0.30700111401150826,5.550566853341987
2020-06-30,0.6785498217927981,,0.3214501782072019,6.1452743127323295
2020-07-31,0.6732896924658193,,0.32671030753418073,3.262444430709266
2020-08-31,0.6714442635271127,,0.3285557364728872,5.580527328505447
2020-09-30,0.6660512672676263,,0.3339487327323737,-0.7752726324175896
2020-10-31,0.6662644806988512,,0.3337355193011487,1.5679268060777574
2020-11-30,0.6675960398863536,,0.33240396011364637,3.7402999662473846
2020-12-31,0.6652100457439812,,0.33478995425601876,4.040068764853544
2021-01-31,0.6639062486454579,,0.3360937513545421,2.6290111589267084
2021-02-28,0.6636851496200349,,0.33631485037996506,2.3364766223268774
2021-03-31,0.6646804875713215,,0.33531951242867863,0.6948029689670676
2021-04-30,0.6636069202317606,,0.33639307976823934,5.7312495925561535
2021-05-31,0.6593257220159716,,0.34067427798402844,0.6420343886757607
2021-06-30,0.6596095346452348,,0.3403904653547653,1.6806771142148236
2021-07-31,0.658410017702487,,0.3415899822975131,2.9116301221788987
2021-08-31,0.6589014438334091,,0.34109855616659096,2.0525632248034498
2021-09-30,0.6590060663402866,,0.3409939336597134,-0.19468037493428625
2021-10-31,0.6590500996443324,,0.3409499003556677,0.34052094575489633
2021-11-30,0.6586355449078625,,0.34136445509213753,4.529200908659625
2021-12-31,0.6573332608290268,,0.3426667391709732,0.15812323111923376
2022-01-31,0.6580893552402776,,0.3419106447597224,-2.1832788970380435
2022-02-28,0.6584155040133822,,0.34158449598661783,-3.059907854273902
2022-03-31,0.6576491745371141,,0.3423508254628859,-1.0131289577371305
2022-04-30,0.6580180118820151,,0.34198198811798486,0.0007009938885360611
2022-05-31,0.6587343504658858,,0.34126564953411415,-8.329060300621727
2022-06-30,0.6534713267620333,,0.3465286732379667,-3.562736572812142
2022-07-31,0.6520745021617571,,0.347925497838243,0.3273172379225642
2022-08-31,0.6517882446830991,,0.3482117553169008,6.118998879527382
2022-09-30,0.6488613275841241,,0.351138672415876,-7.69612645769282
2022-10-31,0.6465353100551267,,0.3534646899448734,-3.2859380877102495
2022-11-30,0.6442505888715617,,0.3557494111284382,5.010183102502275
2022-12-31,0.6467289537325327,,0.3532710462674672,-0.13046500344771061
2023-01-31,0.6470892826449639,,0.35291071735503615,1.2263666457338118
2023-02-28,0.6466102737612512,,0.35338972623874876,2.960992069450441
2023-03-31,0.6445941980697857,,0.3554058019302143,-2.7616625665164207
2023-04-30,0.6458317316566833,,0.3541682683433167,3.78061679526418
2023-05-31,0.6474118930186126,,0.35258810698138743,0.5976526624639433
2023-06-30,0.6473212715605883,,0.3526787284394117,4.692578399605374
2023-07-31,0.6513748060313048,,0.34862519396869524,3.675877608393918
2023-08-31,0.6511292566629757,,0.3488707433370243,-1.1313974146599293
2023-09-30,0.6522312898075893,,0.34776871019241073,-1.0886916914545353
2023-10-31,0.649599990701069,,0.35040000929893095,-3.2195937903075844
2023-11-30,0.649003360130426,,0.3509966398695739,4.368945115349021
2023-12-31,0.6512119050671891,,0.348788094932811,4.921394192921547
